word,example_jp,example_ko,source
変遷,この問題を理解するには、変遷という観点から考えることが重要だ。,이 문제를 이해하려면 변천이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
変革,この問題を理解するには、変革という観点から考えることが重要だ。,이 문제를 이해하려면 변혁이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
夕闇,この問題を理解するには、夕闇という観点から考えることが重要だ。,이 문제를 이해하려면 땅거미이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
外す,状況によっては、早めに外す判断も必要になる。,상황에 따라서는 일찍 떼다 판단도 필요해진다.,generated_n1_auto_complete_20260601
外来,この問題を理解するには、外来という観点から考えることが重要だ。,이 문제를 이해하려면 외래이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
外相,この問題を理解するには、外相という観点から考えることが重要だ。,이 문제를 이해하려면 외무상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
外観,この問題を理解するには、外観という観点から考えることが重要だ。,이 문제를 이해하려면 외관이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
外貨,この問題を理解するには、外貨という観点から考えることが重要だ。,이 문제를 이해하려면 외화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
多忙な,その説明は多忙なものではなく、追加の根拠を示す必要があった。,그 설명은 매우 바쁜 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
多数決,この問題を理解するには、多数決という観点から考えることが重要だ。,이 문제를 이해하려면 다수결이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
多様な,その説明は多様なものではなく、追加の根拠を示す必要があった。,그 설명은 다양한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
多気,この問題を理解するには、多気という観点から考えることが重要だ。,이 문제를 이해하려면 해당 표현이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
多角的な,その説明は多角的なものではなく、追加の根拠を示す必要があった。,그 설명은 다각적인 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
夥しい,状況が夥しい場合でも、感情に流されず冷静に判断しなければならない。,상황이 엄청나다 매우 많다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
大らかな,その説明は大らかなものではなく、追加の根拠を示す必要があった。,그 설명은 너그러운 대범한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
大ヒット,この問題を理解するには、大ヒットという観点から考えることが重要だ。,이 문제를 이해하려면 대히트이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大事件,この問題を理解するには、大事件という観点から考えることが重要だ。,이 문제를 이해하려면 대사건이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大使,この問題を理解するには、大使という観点から考えることが重要だ。,이 문제를 이해하려면 대사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大家,この問題を理解するには、大家という観点から考えることが重要だ。,이 문제를 이해하려면 대가이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大幅,この問題を理解するには、大幅という観点から考えることが重要だ。,이 문제를 이해하려면 대폭이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大幅な,その説明は大幅なものではなく、追加の根拠を示す必要があった。,그 설명은 대폭의 큰 폭의 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
大当たり,この問題を理解するには、大当たりという観点から考えることが重要だ。,이 문제를 이해하려면 대성공 큰 당첨이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大役,この問題を理解するには、大役という観点から考えることが重要だ。,이 문제를 이해하려면 큰 역할 중책이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大急ぎ,この問題を理解するには、大急ぎという観点から考えることが重要だ。,이 문제를 이해하려면 매우 급함이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大掃除,この問題を理解するには、大掃除という観点から考えることが重要だ。,이 문제를 이해하려면 대청소이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大方,この問題を理解するには、大方という観点から考えることが重要だ。,이 문제를 이해하려면 대체로 대부분이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大柄,この問題を理解するには、大柄という観点から考えることが重要だ。,이 문제를 이해하려면 큰 체격 큰 무늬이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大柄な,その説明は大柄なものではなく、追加の根拠を示す必要があった。,그 설명은 큰 체격의 큰 무늬의 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
大概,この問題を理解するには、大概という観点から考えることが重要だ。,이 문제를 이해하려면 대개이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大流行,この問題を理解するには、大流行という観点から考えることが重要だ。,이 문제를 이해하려면 대유행이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大筋,この問題を理解するには、大筋という観点から考えることが重要だ。,이 문제를 이해하려면 대강 줄거리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大自然,この問題を理解するには、大自然という観点から考えることが重要だ。,이 문제를 이해하려면 대자연이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大衆,この問題を理解するには、大衆という観点から考えることが重要だ。,이 문제를 이해하려면 대중이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大躍進,この問題を理解するには、大躍進という観点から考えることが重要だ。,이 문제를 이해하려면 대약진이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大金,この問題を理解するには、大金という観点から考えることが重要だ。,이 문제를 이해하려면 큰돈이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
大雨,この問題を理解するには、大雨という観点から考えることが重要だ。,이 문제를 이해하려면 큰비 폭우이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天下,この問題を理解するには、天下という観点から考えることが重要だ。,이 문제를 이해하려면 천하이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天体,この問題を理解するには、天体という観点から考えることが重要だ。,이 문제를 이해하려면 천체이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天国,この問題を理解するには、天国という観点から考えることが重要だ。,이 문제를 이해하려면 천국이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天地,この問題を理解するには、天地という観点から考えることが重要だ。,이 문제를 이해하려면 천지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天才,この問題を理解するには、天才という観点から考えることが重要だ。,이 문제를 이해하려면 천재이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
天災,この問題を理解するには、天災という観点から考えることが重要だ。,이 문제를 이해하려면 천재지변이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
失墜,この問題を理解するには、失墜という観点から考えることが重要だ。,이 문제를 이해하려면 실추이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
失格,この問題を理解するには、失格という観点から考えることが重要だ。,이 문제를 이해하려면 실격이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
失脚,この問題を理解するには、失脚という観点から考えることが重要だ。,이 문제를 이해하려면 실각이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
契機,この問題を理解するには、契機という観点から考えることが重要だ。,이 문제를 이해하려면 계기이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
契約,この問題を理解するには、契約という観点から考えることが重要だ。,이 문제를 이해하려면 계약이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
奪う,状況によっては、早めに奪う判断も必要になる。,상황에 따라서는 일찍 빼앗다 판단도 필요해진다.,generated_n1_auto_complete_20260601
奮闘,この問題を理解するには、奮闘という観点から考えることが重要だ。,이 문제를 이해하려면 분투이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
好ましい,状況が好ましい場合でも、感情に流されず冷静に判断しなければならない。,상황이 바람직한 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
好悪,この問題を理解するには、好悪という観点から考えることが重要だ。,이 문제를 이해하려면 호오 좋고 싫음이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
好感,この問題を理解するには、好感という観点から考えることが重要だ。,이 문제를 이해하려면 호감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
好機,この問題を理解するには、好機という観点から考えることが重要だ。,이 문제를 이해하려면 호기 좋은 기회이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
好況,この問題を理解するには、好況という観点から考えることが重要だ。,이 문제를 이해하려면 호황이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
好調な,その説明は好調なものではなく、追加の根拠を示す必要があった。,그 설명은 호조인 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
好転,この問題を理解するには、好転という観点から考えることが重要だ。,이 문제를 이해하려면 호전이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妊娠,この問題を理解するには、妊娠という観点から考えることが重要だ。,이 문제를 이해하려면 임신이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妥協,この問題を理解するには、妥協という観点から考えることが重要だ。,이 문제를 이해하려면 타협이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妥当,この問題を理解するには、妥当という観点から考えることが重要だ。,이 문제를 이해하려면 타당이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妥結,この問題を理解するには、妥結という観点から考えることが重要だ。,이 문제를 이해하려면 타결이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妨害,この問題を理解するには、妨害という観点から考えることが重要だ。,이 문제를 이해하려면 방해이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
妬む,状況によっては、早めに妬む判断も必要になる。,상황에 따라서는 일찍 시기하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
始末,この問題を理解するには、始末という観点から考えることが重要だ。,이 문제를 이해하려면 처리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
始発,この問題を理解するには、始発という観点から考えることが重要だ。,이 문제를 이해하려면 첫차이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
威力,この問題を理解するには、威力という観点から考えることが重要だ。,이 문제를 이해하려면 위력이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
婉曲,この問題を理解するには、婉曲という観点から考えることが重要だ。,이 문제를 이해하려면 완곡이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
嫉妬,この問題を理解するには、嫉妬という観点から考えることが重要だ。,이 문제를 이해하려면 질투이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
嫌悪感,この問題を理解するには、嫌悪感という観点から考えることが重要だ。,이 문제를 이해하려면 혐오감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
子息,この問題を理解するには、子息という観点から考えることが重要だ。,이 문제를 이해하려면 자식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
字体,この問題を理解するには、字体という観点から考えることが重要だ。,이 문제를 이해하려면 자체이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
季刊,この問題を理解するには、季刊という観点から考えることが重要だ。,이 문제를 이해하려면 계간이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
孤独な,その説明は孤独なものではなく、追加の根拠を示す必要があった。,그 설명은 고독한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
学歴,この問題を理解するには、学歴という観点から考えることが重要だ。,이 문제를 이해하려면 학력이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
学芸,この問題を理解するには、学芸という観点から考えることが重要だ。,이 문제를 이해하려면 학예이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
学説,この問題を理解するには、学説という観点から考えることが重要だ。,이 문제를 이해하려면 학설이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
守備,この問題を理解するには、守備という観点から考えることが重要だ。,이 문제를 이해하려면 수비이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
守衛,この問題を理解するには、守衛という観点から考えることが重要だ。,이 문제를 이해하려면 수위이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
安っぽい,状況が安っぽい場合でも、感情に流されず冷静に判断しなければならない。,상황이 싸구려 같은 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
安堵,この問題を理解するには、安堵という観点から考えることが重要だ。,이 문제를 이해하려면 안도이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
安定感,この問題を理解するには、安定感という観点から考えることが重要だ。,이 문제를 이해하려면 안정감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
安静,この問題を理解するには、安静という観点から考えることが重要だ。,이 문제를 이해하려면 안정이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
完結,この問題を理解するには、完結という観点から考えることが重要だ。,이 문제를 이해하려면 완결이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
官僚,この問題を理解するには、官僚という観点から考えることが重要だ。,이 문제를 이해하려면 관료이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
定まる,状況によっては、早めに定まる判断も必要になる。,상황에 따라서는 일찍 정해지다 판단도 필요해진다.,generated_n1_auto_complete_20260601
定年,この問題を理解するには、定年という観点から考えることが重要だ。,이 문제를 이해하려면 정년이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
定食,この問題を理解するには、定食という観点から考えることが重要だ。,이 문제를 이해하려면 정식이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実家,この問題を理解するには、実家という観点から考えることが重要だ。,이 문제를 이해하려면 본가이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実情,この問題を理解するには、実情という観点から考えることが重要だ。,이 문제를 이해하려면 실정이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実態,この問題を理解するには、実態という観点から考えることが重要だ。,이 문제를 이해하려면 실태이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実業家,この問題を理解するには、実業家という観点から考えることが重要だ。,이 문제를 이해하려면 실업가이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実質,この問題を理解するには、実質という観点から考えることが重要だ。,이 문제를 이해하려면 실질이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
実践,この問題を理解するには、実践という観点から考えることが重要だ。,이 문제를 이해하려면 실천이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
客観,この問題を理解するには、客観という観点から考えることが重要だ。,이 문제를 이해하려면 객관이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
宣教,この問題を理解するには、宣教という観点から考えることが重要だ。,이 문제를 이해하려면 선교이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
宮殿,この問題を理解するには、宮殿という観点から考えることが重要だ。,이 문제를 이해하려면 궁전이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
家来,この問題を理解するには、家来という観点から考えることが重要だ。,이 문제를 이해하려면 가신이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
家畜,この問題を理解するには、家畜という観点から考えることが重要だ。,이 문제를 이해하려면 가축이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
家計,この問題を理解するには、家計という観点から考えることが重要だ。,이 문제를 이해하려면 가계이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
容認,この問題を理解するには、容認という観点から考えることが重要だ。,이 문제를 이해하려면 용인이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
宿命,この問題を理解するには、宿命という観点から考えることが重要だ。,이 문제를 이해하려면 숙명이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
寄与,この問題を理解するには、寄与という観点から考えることが重要だ。,이 문제를 이해하려면 기여이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
寄贈,この問題を理解するには、寄贈という観点から考えることが重要だ。,이 문제를 이해하려면 기증이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
密かな,その説明は密かなものではなく、追加の根拠を示す必要があった。,그 설명은 은밀한 조용한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
密封,この問題を理解するには、密封という観点から考えることが重要だ。,이 문제를 이해하려면 밀봉이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
密度,この問題を理解するには、密度という観点から考えることが重要だ。,이 문제를 이해하려면 밀도이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
密輸,この問題を理解するには、密輸という観点から考えることが重要だ。,이 문제를 이해하려면 밀수이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
密集,この問題を理解するには、密集という観点から考えることが重要だ。,이 문제를 이해하려면 밀집이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
寛容な,その説明は寛容なものではなく、追加の根拠を示す必要があった。,그 설명은 관대한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
察知,この問題を理解するには、察知という観点から考えることが重要だ。,이 문제를 이해하려면 감지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
審査,この問題を理解するには、審査という観点から考えることが重要だ。,이 문제를 이해하려면 심사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対処,この問題を理解するには、対処という観点から考えることが重要だ。,이 문제를 이해하려면 대처이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対応,この問題を理解するには、対応という観点から考えることが重要だ。,이 문제를 이해하려면 대응이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対抗,この問題を理解するには、対抗という観点から考えることが重要だ。,이 문제를 이해하려면 대항이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対比,この問題を理解するには、対比という観点から考えることが重要だ。,이 문제를 이해하려면 대비이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対決,この問題を理解するには、対決という観点から考えることが重要だ。,이 문제를 이해하려면 대결이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対等,この問題を理解するには、対等という観点から考えることが重要だ。,이 문제를 이해하려면 대등이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対話,この問題を理解するには、対話という観点から考えることが重要だ。,이 문제를 이해하려면 대화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対談,この問題を理解するには、対談という観点から考えることが重要だ。,이 문제를 이해하려면 대담이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
対面,この問題を理解するには、対面という観点から考えることが重要だ。,이 문제를 이해하려면 대면이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
封建,この問題を理解するには、封建という観点から考えることが重要だ。,이 문제를 이해하려면 봉건이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
封鎖,この問題を理解するには、封鎖という観点から考えることが重要だ。,이 문제를 이해하려면 봉쇄이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
専修,この問題を理解するには、専修という観点から考えることが重要だ。,이 문제를 이해하려면 전공이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
専用,この問題を理解するには、専用という観点から考えることが重要だ。,이 문제를 이해하려면 전용이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
尊い・貴い,状況が尊い・貴い場合でも、感情に流されず冷静に判断しなければならない。,상황이 존귀하다 귀중하다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
導く,状況によっては、早めに導く判断も必要になる。,상황에 따라서는 일찍 이끌다 판단도 필요해진다.,generated_n1_auto_complete_20260601
導入,この問題を理解するには、導入という観点から考えることが重要だ。,이 문제를 이해하려면 도입이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
小児科,この問題を理解するには、小児科という観点から考えることが重要だ。,이 문제를 이해하려면 소아과이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
小銭,この問題を理解するには、小銭という観点から考えることが重要だ。,이 문제를 이해하려면 잔돈이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
就業,この問題を理解するには、就業という観点から考えることが重要だ。,이 문제를 이해하려면 취업이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
尽くす,状況によっては、早めに尽くす判断も必要になる。,상황에 따라서는 일찍 다하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
局限,この問題を理解するには、局限という観点から考えることが重要だ。,이 문제를 이해하려면 국한이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
居住,この問題を理解するには、居住という観点から考えることが重要だ。,이 문제를 이해하려면 거주이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
屈折,この問題を理解するには、屈折という観点から考えることが重要だ。,이 문제를 이해하려면 굴절이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
展望,この問題を理解するには、展望という観点から考えることが重要だ。,이 문제를 이해하려면 전망이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
展開,この問題を理解するには、展開という観点から考えることが重要だ。,이 문제를 이해하려면 전개이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
履歴,この問題を理解するには、履歴という観点から考えることが重要だ。,이 문제를 이해하려면 이력이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
山脈,この問題を理解するには、山脈という観点から考えることが重要だ。,이 문제를 이해하려면 산맥이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
山腹,この問題を理解するには、山腹という観点から考えることが重要だ。,이 문제를 이해하려면 산허리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
岩石,この問題を理解するには、岩石という観点から考えることが重要だ。,이 문제를 이해하려면 암석이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
崇拝,この問題を理解するには、崇拝という観点から考えることが重要だ。,이 문제를 이해하려면 숭배이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
崩れる,状況によっては、早めに崩れる判断も必要になる。,상황에 따라서는 일찍 무너지다 판단도 필요해진다.,generated_n1_auto_complete_20260601
崩壊,この問題を理解するには、崩壊という観点から考えることが重要だ。,이 문제를 이해하려면 붕괴이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
巡る,状況によっては、早めに巡る判断も必要になる。,상황에 따라서는 일찍 돌다 판단도 필요해진다.,generated_n1_auto_complete_20260601
巣,この問題を理解するには、巣という観点から考えることが重要だ。,이 문제를 이해하려면 둥지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
工作,この問題を理解するには、工作という観点から考えることが重要だ。,이 문제를 이해하려면 공작이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
工夫,この問題を理解するには、工夫という観点から考えることが重要だ。,이 문제를 이해하려면 궁리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
工学,この問題を理解するには、工学という観点から考えることが重要だ。,이 문제를 이해하려면 공학이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
工面,この問題を理解するには、工面という観点から考えることが重要だ。,이 문제를 이해하려면 돈 마련이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
巧みな,その説明は巧みなものではなく、追加の根拠を示す必要があった。,그 설명은 교묘한 능숙한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
巧妙な,その説明は巧妙なものではなく、追加の根拠を示す必要があった。,그 설명은 교묘한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
差し出す,状況によっては、早めに差し出す判断も必要になる。,상황에 따라서는 일찍 내밀다 제출하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
差し支える,状況によっては、早めに差し支える判断も必要になる。,상황에 따라서는 일찍 지장이 있다 판단도 필요해진다.,generated_n1_auto_complete_20260601
差額,この問題を理解するには、差額という観点から考えることが重要だ。,이 문제를 이해하려면 차액이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
市場,この問題を理解するには、市場という観点から考えることが重要だ。,이 문제를 이해하려면 시장이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
市街,この問題を理解するには、市街という観点から考えることが重要だ。,이 문제를 이해하려면 시가지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
布告,この問題を理解するには、布告という観点から考えることが重要だ。,이 문제를 이해하려면 포고이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
布巾,この問題を理解するには、布巾という観点から考えることが重要だ。,이 문제를 이해하려면 행주이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
帯びる,状況によっては、早めに帯びる判断も必要になる。,상황에 따라서는 일찍 띠다 판단도 필요해진다.,generated_n1_auto_complete_20260601
幅広い,状況が幅広い場合でも、感情に流されず冷静に判断しなければならない。,상황이 폭넓은 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
平たい,状況が平たい場合でも、感情に流されず冷静に判断しなければならない。,상황이 평평하다 쉬운 표현이다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
平常,この問題を理解するには、平常という観点から考えることが重要だ。,이 문제를 이해하려면 평상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
平方,この問題を理解するには、平方という観点から考えることが重要だ。,이 문제를 이해하려면 평방이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
平等な,その説明は平等なものではなく、追加の根拠を示す必要があった。,그 설명은 평등한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
年号,この問題を理解するには、年号という観点から考えることが重要だ。,이 문제를 이해하려면 연호이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
年賀,この問題を理解するには、年賀という観点から考えることが重要だ。,이 문제를 이해하려면 연하이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
年輪,この問題を理解するには、年輪という観点から考えることが重要だ。,이 문제를 이해하려면 나이테이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
年鑑,この問題を理解するには、年鑑という観点から考えることが重要だ。,이 문제를 이해하려면 연감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
