word,reading_hiragana,meaning_ko,source_title,source_author,source_url,matched_sentence
危機,きき,위기,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,おもてでは、絶えず笑顔をつくりながらも、内心は必死の、それこそ千番に一番の兼ね合いとでもいうべき危機一髪の、油汗流してのサーヴィスでした。
厳しい,きびしい,엄격한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,親を騙すような不埒なものに学資を送る事はできないという厳しい返事をすぐ寄こしたのです。
去る,さる,떠나다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私はあたかもＫの室から逃れ出るように去るその後姿をちらりと認めただけでした。
去る,さる,떠나다,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,まさか三週間以内にここを去る事もなかろう。
反射,はんしゃ,반사,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私の神経は相手から照り返して来る反射のないために段々静まりました。
反射,はんしゃ,반사,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,ジョバンニはその小さく小さくなっていまはもう一つの緑いろの貝ぼたんのやうに見える森の上にさっさっと青じろく時々光ってその孔雀がはねをひろげたりとぢたりする光の反射〔〕を見ました。
反感,はんかん,반감,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,むしろ、あらゆる悪に対する反感が、一分毎に強さを増して来たのである。
反感,はんかん,반감,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は母に対して反感を抱くと共に、子に対して恋愛の度を増して行ったのですから、三人の関係は、下宿した始めよりは段々複雑になって来ました。
反響,はんきょう,반향,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,無論私自身の心がこの言葉に反響するように、飛び立つ嬉しさをもっていなかったのが、一つの源因であった。
収容,しゅうよう,수용,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,自分は海辺の病院に収容せられ、故郷から親戚の者がひとり駈けつけ、さまざまの始末をしてくれて、そうして、くにの父をはじめ一家中が激怒しているから、これっきり生家とは義絶になるかも知れぬ、と自分に申し渡して帰りました。
取り扱う,とりあつかう,취급하다 다루다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それからは私を自分の親戚に当る若いものか何かを取り扱うように待遇するのです。
古代,こだい,고대,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,それも、墓地の幽霊などに対する恐怖ではなく、神社の杉木立で白衣の御神体に逢った時に感ずるかも知れないような、四の五の言わさぬ古代の荒々しい恐怖感でした。
合併,がっぺい,합병,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,増給を断わる奴が世の中にたった一人飛び出して来たのを不審に思ったのか、断わるにしても、今帰ったばかりで、すぐ出直してこなくってもよさそうなものだと、呆れ返ったのか、または双方合併したのか、妙な口をして突っ立ったままである。
合唱,がっしょう,합창,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,よほどの人数で合唱してゐるらしいのでした。
合間,あいま,틈,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,おれと山嵐は校長と教頭に時間の合間を見計って、嘘のないところを一応説明した。
同志,どうし,동지,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は彼に、もし我ら二人だけが男同志で永久に話を交換しているならば、二人はただ直線的に先へ延びて行くに過ぎないだろうといいました。
同志,どうし,동지,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,ほかの連中は隣り同志で何だか私語き合っている。
同情,どうじょう,동정,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,もし私の好奇心が幾分でも先生の心に向かって、研究的に働き掛けたなら、二人の間を繋ぐ同情の糸は、何の容赦もなくその時ふつりと切れてしまったろう。
同情,どうじょう,동정,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,「同情はするが、しかし、お前もこれで、少しは思い知ったろう。
同感,どうかん,동감,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,「私も実は驚きました」と妹の夫も同感らしい言葉つきであった。
同級,どうきゅう,동급,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生の元の同級生などで、その頃東京にいるものはほとんど二人か三人しかないという事も知っていた。
同級,どうきゅう,동급,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,ジョバンニの同級の子供らだったのです。
名称,めいしょう,명칭,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,けれどもそんな家族のうちに、私のようなものが、突然行ったところで、素性の知れない書生さんという名称のもとに、すぐ拒絶されはしまいかという掛念もありました。
名簿,めいぼ,명부,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は教場で先生が名簿を呼ぶ時に、Ｋの姓が急に変っていたので驚いたのを今でも記憶しています。
名誉,めいよ,명예,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,若い時から名誉を守れ。
名誉,めいよ,명예,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,「僕の前任者が、誰れに乗ぜられたんです」「だれと指すと、その人の名誉に関係するから云えない。
名高い,なだかい,유명한,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,あれが名高いアルビレオの観測所です。
向上,こうじょう,향상,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,最後に私はＫといっしょに住んで、いっしょに向上の路を辿って行きたいと発議しました。
呆然,ぼうぜん,망연,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,今宵呆然、歓喜に酔っているらしい花嫁に近寄り、「おめでとう。
告白,こくはく,고백,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生自身すでにそうだと告白していた。
告白,こくはく,고백,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,ントがわかれば、罪の実体もつかめるような気がするんだけど、……神、……救い、……愛、……光、……しかし、神にはサタンというアントがあるし、救いのアントは苦悩だろうし、愛には憎しみ、光には闇というアントがあり、善には悪、罪と祈り、罪と悔い、罪と告白、罪と、……嗚呼、みんなシノニムだ、罪の対語は何だ」「ツミの対語は、ミツさ。
唱える,となえる,주장하다,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,旅団長が祝詞を読む、知事が祝詞を読む、参列者が万歳を唱える。
喜劇,きげき,희극,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,ロイドに、そっくり」当時、ハロルド・ロイドとかいう外国の映画の喜劇役者が、日本で人気がありました。
嗜好,しこう,기호,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,比較的上品な嗜好をもった田舎紳士だったのです。
噴出,ふんしゅつ,분출,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,さらにまた、堀木と附合って救われるのは、堀木が聞き手の思惑などをてんで無視して、その所謂情熱の噴出するがままに、（或いは、情熱とは、相手の立場を無視する事かも知れませんが）四六時中、くだらないおしゃべりを続け、あの、二人で歩いて疲れ、気まずい沈黙におちいる危懼が、全く無いという事でした。
回顧,かいこ,회고,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,今から回顧すると、むしろ人に羨ましがられる方だったのでしょう。
土台,どだい,토대,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,実をいうと、私がそんな言葉を創造したのも、お嬢さんに対する私の感情が土台になっていたのですから、事実を蒸溜して拵えた理論などをＫの耳に吹き込むよりも、原の形そのままを彼の眼の前に露出した方が、私にはたしかに利益だったでしょう。
圧迫,あっぱく,압박,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,適当の時機が来なくっちゃ話さないんだから」私は下宿へ帰ってからも一種の圧迫を感じた。
地獄,じごく,지옥,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,自分は小さい時から、実にしばしば、仕合せ者だと人に言われて来ましたが、自分ではいつも地獄の思いで、かえって、自分を仕合せ者だと言ったひとたちのほうが、比較にも何もならぬくらいずっとずっと安楽なように自分には見えるのです。
垣根,かきね,울타리,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,痛かったから勘太郎を垣根へ押しつけておいて、足搦をかけて向うへ倒してやった。
城下,じょうか,성 아래,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,二十五万石の城下だって高の知れたものだ。
執着,しゅうちゃく,집착,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は先生の性質の特色として、こんな執着力をいまだかつて想像した事さえなかった。
基調,きちょう,기조,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私にそれができなかったのは、学問の交際が基調を構成している二人の親しみに、自から一種の惰性があったため、思い切ってそれを突き破るだけの勇気が私に欠けていたのだという事をここに自白します。
堂々と,どうどうと,당당하게,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,元来ならおれが山嵐と戦争をはじめて鎬を削ってる真中へ出て堂々とおれの肩を持つべきだ。
堂々と,どうどうと,당당하게,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,この世には、さまざまの不幸な人が、いや、不幸な人ばかり、と言っても過言ではないでしょうが、しかし、その人たちの不幸は、所謂世間に対して堂々と抗議が出来、また「世間」もその人たちの抗議を容易に理解し同情します。
壊す,こわす,부수다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生は奥さんの幸福を破壊する前に、まず自分の生命を破壊してしまった。
夕闇,ゆうやみ,땅거미,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,夕闇は次第に空を低くして、見上げると、門の屋根が、斜につき出した甍の先に、重たくうす暗い雲を支えている。
外観,がいかん,외관,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は朝飯とも午飯とも片付かない茶椀を手に持ったまま、どんな風に問題を切り出したものだろうかと、そればかりに屈托していたから、外観からは実際気分の好くない病人らしく見えただろうと思います。
大事件,だいじけん,대사건,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,洋服を着た人を見ると犬が吠えるような所では、一通の電報すら大事件であった。
大事件,だいじけん,대사건,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,別段際だった大事件にも出逢わないのに、もう五つ六つ年を取ったような気がする。
大方,おおかた,대체로 대부분,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,じゃて、その仕方がない事を、よく知っていたこの女は、大方わしのする事も大目に見てくれるであろ。
大方,おおかた,대체로 대부분,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,――嘔気はあるんですか」「どうですか、何とも書いてないから、大方ないんでしょう」「吐気さえ来なければまだ大丈夫ですよ」と奥さんがいった。
大概,たいがい,대개,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,眼の前にある樹は大概楓であったが、その枝に滴るように吹いた軽い緑の若葉が、段々暗くなって行くように思われた。
大概,たいがい,대개,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,学校は昨日車で乗りつけたから、大概の見当は分っている。
大流行,だいりゅうこう,대유행,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,自分たちの少年の頃には、日本ではフランスの所謂印象派の画が大流行していて、洋画鑑賞の第一歩を、たいていこのあたりからはじめたもので、ゴッホ、ゴーギャン、セザンヌ、ルナアルなどというひとの絵は、田舎の中学生でも、たいていその写真版を見て知っていたのでした。
大雨,おおあめ,큰비 폭우,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,新郎新婦の、神々への宣誓が済んだころ、黒雲が空を覆い、ぽつりぽつり雨が降り出し、やがて車軸を流すような大雨となった。
天下,てんか,천하,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,妻の方でも、私を天下にただ一人しかない男と思ってくれています。
天下,てんか,천하,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,天下に某と云う名前の人があるか。
天国,てんごく,천국,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,地獄は信ぜられても、天国の存在は、どうしても信ぜられなかったのです。
天地,てんち,천지,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は籠を抜け出した小鳥の心をもって、広い天地を一目に見渡しながら、自由に羽搏きをした。
天地,てんち,천지,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,平常から天地の間に居候をしているように、小さく構えているのがいかにも憐れに見えたが、今夜は憐れどころの騒ぎではない。
天才,てんさい,천재,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,化もその頃にはいよいよぴったり身について来て、人をあざむくのに以前ほどの苦労を必要としなくなっていたからである、と解説してもいいでしょうが、しかし、それよりも、肉親と他人、故郷と他郷、そこには抜くべからざる演技の難易の差が、どのような天才にとっても、たとい神の子のイエスにとっても、存在しているものなのではないでしょうか。
奪う,うばう,빼앗다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,妻にすべてを打ち明ける事のできないくらいな私ですから、自分の運命の犠牲として、妻の天寿を奪うなどという手荒な所作は、考えてさえ恐ろしかったのです。
妊娠,にんしん,임신,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,妹は妊娠中であった。
妥協,だきょう,타협,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,Ｋがこの事件のために復籍してしまうか、それとも他に妥協の道を講じて、依然養家に留まるか、そこはこれから起る問題として、差し当りどうかしなければならないのは、月々に必要な学資でした。
妨害,ぼうがい,방해,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,不思議にも、その妨害が私には一向邪魔にならなかったのです。
始末,しまつ,처리,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,洛中がその始末であるから、羅生門の修理などは、元より誰も捨てて顧る者がなかった。
始末,しまつ,처리,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,二十八「君のうちに財産があるなら、今のうちによく始末をつけてもらっておかないといけないと思うがね、余計なお世話だけれども。
威力,いりょく,위력,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,金や威力や理屈で人間の心が買える者なら、高利貸でも巡査でも大学教授でも一番人に好かれなくてはならない。
嫉妬,しっと,질투,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,今から回顧すると、私のＫに対する嫉妬は、その時にもう充分萌していたのです。
孤独な,こどくな,고독한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,自分が死んだ後、この孤独な母を、たった一人伽藍堂のわが家に取り残すのもまた甚だしい不安であった。
安静,あんせい,안정,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,上野から帰った晩は、私に取って比較的安静な夜でした。
実家,じっか,본가,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,Ｋはまたそれと前後して実家から受け取った書翰も見せました。
実情,じつじょう,실정,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,この地獄からのがれるための最後の手段、これが失敗したら、あとはもう首をくくるばかりだ、という神の存在を賭けるほどの決意を以て、自分は、故郷の父あてに長い手紙を書いて、自分の実情一さいを（女の事は、さすがに書けませんでしたが）告白する事にしました。
実業家,じつぎょうか,실업가,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,兄は実業家になるとか云ってしきりに英語を勉強していた。
宿命,しゅくめい,숙명,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私に私の宿命がある通り、妻には妻の廻り合せがあります、二人を一束にして火に燻べるのは、無理という点から見ても、痛ましい極端としか私には思えませんでした。
寄贈,きぞう,기증,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,この前お父さんが持ってきて学校へ寄贈した巨きな蟹の甲らだのとなかひの角だの今だってみんな標本室にあるんだ。
密封,みっぷう,밀봉,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は風の通らない厚羅紗の下に密封された自分の身体を持て余した。
対面,たいめん,대면,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,しかもその信用は初対面の時からあったのだという証拠さえ発見しました。
封建,ほうけん,봉건,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,ただ清は昔風の女だから、自分とおれの関係を封建時代の主従のように考えていた。
尊い・貴い,とうとい,존귀하다 귀중하다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それだから尊いのかも知れないが、もし間違えて裏へ出たとしたら、どんな結果が二人の仲に落ちて来たろう。
展望,てんぼう,전망,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,月30日発行1985（昭和60）年１月30日100刷改版初出：「展望」筑摩書房1948年（昭和23年）6～8月号入力：細渕真弓校正：八巻美惠1999年1月1日公開2011年1月9日修正青空文庫作成ファイル：このファイルは、インターネットの図書館、青空文庫（http://www.aozora.gr.jp/）で作られました。
展開,てんかい,전개,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,その極あなたは私の過去を絵巻物のように、あなたの前に展開してくれと逼った。
展開,てんかい,전개,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,しかし、事態は、実に思いがけなく、もっと悪く展開せられました。
履歴,りれき,이력,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,履歴書にもかいときましたが二十三年四ヶ月ですから」「さ、そこで思わぬ辺から乗ぜられる事があるんです」「正直にしていれば誰が乗じたって怖くはないです」「無論怖くはない、怖くはないが、乗ぜられる。
崩壊,ほうかい,붕괴,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,粛」の場であっても、そこへこの言葉が一言でもひょいと顔を出すと、みるみる憂鬱の伽藍が崩壊し、ただのっぺらぼうになってしまうような心地がするものですけれども、惚れられるつらさ、などという俗語でなく、愛せられる不安、とでもいう文学語を用いると、あながち憂鬱の伽藍をぶちこわす事にはならないようですから、奇妙なものだと思います。
巣,す,둥지,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,これは、その濁った、黄いろい光が、隅々に蜘蛛の巣をかけた天井裏に、揺れながら映ったので、すぐにそれと知れたのである。
巣,す,둥지,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,もう、どうでもいいという、勇者に不似合いな不貞腐れた根性が、心の隅に巣喰った。
工夫,くふう,궁리,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は氷を日向へ出して溶かす工夫をしたのです。
工夫,くふう,궁리,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,どうしたら困るだろう」「あんな奸物の遣る事は、何でも証拠の挙がらないように、挙がらないようにと工夫するんだから、反駁するのはむずかしいね」「厄介だな。
工面,くめん,돈 마련,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,暑中休暇を利用して海水浴に行った友達からぜひ来いという端書を受け取ったので、私は多少の金を工面して、出掛ける事にした。
巧みな,たくみな,교묘한 능숙한,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,こんどの笑顔は、皺くちゃの猿の笑いでなく、かなり巧みな微笑になってはいるが、しかし、人間の笑いと、どこやら違う。
巧妙な,こうみょうな,교묘한,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,いやなら否でもいいが、もう一返うちでよく考えてみませんか」おれの頭はあまりえらくないのだから、いつもなら、相手がこういう巧妙な弁舌を揮えば、おやそうかな、それじゃ、おれが間違ってたと恐れ入って引きさがるのだけれども、今夜はそうは行かない。
差し出す,さしだす,내밀다 제출하다,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,このごろは、臣下の心をも、お疑いになり、少しく派手な暮しをしている者には、人質ひとりずつ差し出すことを命じて居ります。
市場,しじょう,시장,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,赤い色だの藍の色だの、普通市場に上らないような色をした小魚が、透き通る波の中をあちらこちらと泳いでいるのが鮮やかに指さされました。
帯びる,おびる,띠다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,よしその時にそれだけの覚悟がないにしても、成人した眼で、過去を振り返る必要が起った場合には、私に割り当てられただけの責任は、私の方で帯びるのが至当になるくらいな語気で私は賛成したのです。
平たい,ひらたい,평평하다 쉬운 표현이다,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,ジョバンニはその人の卓子の足もとから一つの小さな平たい函をとりだして向ふの電燈のたくさんついた、たてかけてある壁の隅の所へしゃがみ込むと小さなピンセットでまるで粟粒ぐらゐの活字を次から次と拾ひはじめました。
平常,へいじょう,평상,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,家のうちが平常より何だかひっそりしていたから聞いて見ただけの事です。
平常,へいじょう,평상,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,会議室は校長室の隣りにある細長い部屋で、平常は食堂の代理を勤める。
年長,ねんちょう,연장,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私はそれが年長者に対する私の口癖だといって弁解した。
年長,ねんちょう,연장,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,その画学生は、堀木正雄といって、東京の下町に生れ、自分より六つ年長者で、私立の美術学校を卒業して、家にアトリエが無いので、この画塾に通い、洋画の勉強をつづけているのだそうです。
幾多,いくた,수많은,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,二人の間には目を遮る幾多の黒い頭が動いていた。
弁償,べんしょう,변상,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,養家から出してもらった学資は、実家で弁償する事になったのです。
弁解,べんかい,변명,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私はそれが年長者に対する私の口癖だといって弁解した。
弁解,べんかい,변명,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,と叱ったら、私は存じませんと弁解をした。
弁論,べんろん,변론,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,だから先がどれほどうまく論理的に弁論を逞くしようとも、堂々たる教頭流におれを遣り込めようとも、そんな事は構わない。
弁護,べんご,변호,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は強いても何かの事情を仮定して先生の態度を弁護しなければ不安になった。
弁護,べんご,변호,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,もともと返報にした事だから、こちらの弁護は向うの非が挙がらない上は弁護にならない。
引きずる,ひきずる,질질 끌다,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,満身の力を腕にこめて、押し寄せ渦巻き引きずる流れを、なんのこれしきと掻きわけ掻きわけ、めくらめっぽう獅子奮迅の人の子の姿には、神も哀れと思ったか、ついに憐愍を垂れてくれた。
引き取る,ひきとる,인수하다 데려가다 물러나다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は溺れかかった人を抱いて、自分の熱を向うに移してやる覚悟で、Ｋを引き取るのだと告げました。
強烈な,きょうれつな,강렬한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は先生のこの人生観の基点に、或る強烈な恋愛事件を仮定してみた。
強盗,ごうとう,강도,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私にはＫがその刹那に居直り強盗のごとく感ぜられたのです。
弾力,だんりょく,탄력,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私の心は五分と経たないうちに平素の弾力を回復した。
当人,とうにん,본인,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それに肝心の当人が気に入らなかった。
当人,とうにん,본인,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,当人の説明では赤は身体に薬になるから、衛生のためにわざわざ誂らえるんだそうだが、入らざる心配だ。
待遇,たいぐう,대우,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それからは私を自分の親戚に当る若いものか何かを取り扱うように待遇するのです。
待遇,たいぐう,대우,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,何でこの両人が当然の義務を免かれるのかと聞いてみたら、奏任待遇だからと云う。
復活,ふっかつ,부활,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,そうしてその上に彩られる大都会の空気が、記憶の復活に伴う強い刺戟と共に、濃く私の心を染め付けた。
微塵,みじん,미진,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,きのうの豪雨で山の水源地は氾濫し、濁流滔々と下流に集り、猛勢一挙に橋を破壊し、どうどうと響きをあげる激流が、木葉微塵に橋桁を跳ね飛ばしていた。
微妙,びみょう,미묘,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,不思議にもその鼓動の音が、ある微妙な意識状態から、先生の力で強められているように感じた。
微妙,びみょう,미묘,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,ややこしく、どこか朦朧として、逃腰とでもいったみたいな微妙な複雑さがあり、そのほとんど無益と思われるくらいの厳重な警戒と、無数といっていいくらいの小うるさい駈引とには、いつも自分は当惑し、どうでもいいやという気分になって、お道化で茶化したり、または無言の首肯で一さいおまかせという、謂わば敗北の態度をとってしまうのでした。
