example_id,word,example_jp,example_ko
2498,暴れる,海の上はただ狂い暴れる風と雪と波ばかりだ。,바다 위는 단지 미친 날뛰는 바람과 눈과 물결뿐이다.
2499,暴風,模範船からすぐ引き上げろという信号がかかったので、今までも気づかいながら仕事を続けていた漁船は、打ち込み打ち込む波濤と戦いながら配縄をたくし上げにかかったけれども、吹き始めた暴風は一秒ごとに募るばかりで、船頭はやむなく配縄を切って捨てさせなければならなくなった。,"모범선에서 바로 끌어올리라는 신호가 걸렸기 때문에, 지금까지도 눈치채면서 일을 계속하고 있던 어선은, 박아 치는 파도와 싸우면서 배나무를 치고 올리기에 걸렸지만, 불기 시작한 폭풍은 1초마다 모집만 하고, 선두는 어쩔 수 없이 배너를 자르고 버리게 한다."
2500,模範,模範船（港内に四五艘あるのだが、船も大きいし、それに老練な漁夫が乗り込んでいて、他の船にかけ引き進退の合図をする）の船頭が頭をあつめて相談をし始める。,모범선(항구에 45종이 있는데 배도 크고 거기에 노련한 어부가 탑승하고 있어 다른 배에 걸려서 진퇴의 신호를 한다)의 선두가 머리를 모아 상담을 하기 시작한다.
2501,樹木,そしてどれにも山と樹木ばかりが描かれてあった。,그리고 아무도 산과 수목만이 그려져 있었다.
2502,比重,ざぶり‥‥ざぶり‥‥寒気のために比重の高くなった海の水は、凍りかかった油のような重さで、物すごいインド藍の底のほうに、雲間を漏れる日光で鈍く光る配縄の餌をのみ込んで行く。,자부리‥‥자부리‥‥한기 때문에 비중이 높아진 바다의 물은 얼어붙은 기름과 같은 무게로 굉장한 인도 남쪽 바닥쪽에 구름을 흘리는 햇빛으로 둔하게 빛나는 배나무의 먹이를 담아 간다.
2503,没頭,明鯛から鱈、鱈から鰊、鰊から烏賊というように、四季絶える事のない忙しい漁撈の仕事にたずさわりながら、君は一年じゅうかの北海の荒波や激しい気候と戦って、さびしい漁夫の生活に没頭しなければならなかった。,"明鯛에서 鱈, 鱈에서 鰊, 鰊에서 烏賊 등, 사계절 끊이지 않는 바쁜 어림의 일에 부딪치면서, 너는 일년 중 북해의 황제와 격렬한 기후와 싸워, 녹슨 어부의 생활에 몰두해야 했다."
2504,沸騰,胆振の分水嶺から分かれて西南をさす一連の山波が、地平から力強く伸び上がってだんだん高くなりながら、岩内の南方へ走って来ると、そこに図らずも陸の果てがあったので、突然水ぎわに走りよった奔馬が、そろえた前脚を踏み立てて、思わず平頸を高くそびやかしたように、山は急にそそり立って、沸騰せんばかりに天を摩している。,"담진의 분수령에서 나뉘어 서남을 가리키는 일련의 야마나미가, 지평으로부터 힘차게 뻗어 점점 높아지면서, 이와우치의 남쪽으로 달려 오면, 거기에 도모하지 않고도 육지의 끝이 있다 그러므로 갑자기 물이 뻗어 달렸던 분마가 갖추어진 앞다리를 밟고 무심코 평경을 높이 우뚝 솟은 것처럼 산은 갑자기 솟아오르고 끓는 듯한 하늘을 닦고 있다."
2505,泥沼,君の父上と兄上と妹とが気をそろえて水入らずにせっせと働くにも係わらず、そろそろと泥沼の中にめいり込むような家運の衰勢をどうする事もできなかった。,"너의 아버지와 형상과 여동생이 신경을 갖고 물에 들어가지 않고 조심스럽게 일하는 것에도 불구하고, 슬슬 늪 속에 몰입하는 가운의 쇠세를 어떻게 할 수도 없었다."
2506,消息,その後君からは一度か二度問い合わせか何かの手紙が来たきりでぱったり消息が途絶えてしまった。,그 후 너에게서는 한 번이나 두번 문의인지 뭔가 편지가 온 듯이 빠지거나 소식이 끊어져 버렸다.
2507,淡い,北西の風が東に回るにつれて、単色に堅く凍りついていた雲が、蒸されるようにもやもやとくずれ出して、淡いながら暖かい色の晴れ雲に変わって行く。,북서쪽의 바람이 동쪽으로 돌면서 단색으로 단단히 얼어붙던 구름이 찐듯이 다소 어긋나고 밝고 따뜻한 색의 맑은 구름으로 변해 간다.
2508,漂う,艫を波のほうへ向ける事も得しないで、力なく漂う船の前まで来ると、波の山は、いきなり、獲物に襲いかかる猛獣のように思いきり背延びをした。,"활을 물결쪽으로 향하는 것도 얻지 않고, 힘 없이 떠다니는 배 앞까지 오자 파도의 산은 갑자기 먹이에 습격하는 맹수처럼 마음껏 등을 돌렸다."
2509,熱湯,山すその岩壁に打ちつけた波は、煮えくりかえった熱湯をぶちつけたように、湯げのような白沫を五丈も六丈も高く飛ばして、反りを打ちながら海の中にどっとくずれ込む。,"산의 그 암벽에 박은 파도는 끓인 따뜻한 온수를 부딪힌 것처럼, 온수와 같은 백말을 오장도 육장도 높게 날려, 휨을 치면서 바다 속으로 쭉 어긋나게 한다."
2510,物体,樹木モドウモ物体感ニトボシク思ワレマス。,수목 모도모 물체감 니트보식 생각 와레마스.
2511,独自,もし彼に独自の道を切り開いて行く天稟がないのなら、どうか正直な勤勉な凡人として一生を終わってくれ。,"만약 그에게 독자적인 길을 열어 가는 천련이 없다면, 어쩐지 정직한 근면한 범인으로서 평생을 끝내 줘."
2512,生かす,しかし自然と抱き合い、自然を絵の上に生かすという事は、君の住む所では君一人だけが知っている喜びであり悲しみであるのだ。,그러나 자연과 껴안고 자연을 그림 위에 살린다는 것은 네가 사는 곳에서는 너 혼자만 아는 기쁨이며 슬픔이다.
2513,生死,生死の瀬戸ぎわにはまり込んでいる人々の本能は恐ろしいほど敏捷な働きをする。,생사의 세토 기와에 빠져들고 있는 사람들의 본능은 무서울 정도로 민첩한 일을 한다.
2514,生計,軒を並べて住みなしていると、どこの家にもそれ相当な生計が立てられているようだけれども、一軒一軒に立ち入ってみると、このごろの岩内の町には鼻を酸くしなければならないような事がそこいらじゅうにまくしあがっていた。,"처마를 나란히 살고 있으면, 어느 집에도 그에 상당한 생계가 세워져 있는 것 같지만, 1채 1채에 들어가 보면 요즈음의 이와우치의 마을에는 코를 산산이 해야 하는 것들이 그곳에 가까워지고 있었다."
2515,産物,海産物会社の印袢天を着たり、犬の皮か何かを裏につけた外套を深々と羽織ったりした男たちが、右往左往に走りまわるそのあたりを目がけて、君の兄上が手慣れたさばきでさっと艫綱を投げると、それがすぐ幾十人もの男女の手で引っぱられる。,"해산물회사의 인조천을 입거나 개의 가죽이나 무언가를 뒤에 붙인 외투를 깊게 겉옷을 입거나 한 남자들이, 우왕좌왕으로 달리는 주위를 눈에 띄고, 너의 형상이 익숙한 심판으로 휙 줄줄을 던지면, 그것이 바로 수십명의 남자."
2516,用紙,コトシノ七月カラ始メテ画用紙ヲトジテ画帖ヲ作リ、鉛筆デ（モノ）ニ向カッテミマシタ。,코토시노 칠월 카라시 메테화 용지
2517,疑う,すぐ次の瞬間に来ると、君はしかし私を疑うような、自分を冷笑うような冷ややかな表情をして、しばらくの間私と絵とを等分に見くらべていたが、ふいと庭のほうへ顔をそむけてしまった。,"곧 다음 순간에 오자, 너는 그러나 나를 의심하는, 자신을 냉소하는 듯한 서리가 내린 표정을 하고, 잠시 나와 그림을 등분에 보고 있었지만, 후레와 정원쪽으로 얼굴을 쏟아버렸다."
2518,直感,自分が文学者であるだけに、私は他人の書いた文字の中にも真実と虚偽とを直感するかなり鋭い能力が発達している。,"내가 문학자인 만큼, 나는 타인이 쓴 문자 안에도 진실과 허위를 직감하는 꽤 날카로운 능력이 발달하고 있다."
2519,真実,自分が文学者であるだけに、私は他人の書いた文字の中にも真実と虚偽とを直感するかなり鋭い能力が発達している。,"내가 문학자인 만큼, 나는 타인이 쓴 문자 안에도 진실과 허위를 직감하는 꽤 날카로운 능력이 발달하고 있다."
2520,破産,汗水が凝り固まってできたような銀行の貯金は、その銀行が不景気のあおりを食って破産したために、水の泡になってしまった。,땀수가 굳어져서 생긴 듯한 은행의 저금은 그 은행이 불경기의 그대로를 먹고 파산했기 때문에 물의 거품이 되어 버렸다.
2521,神秘,夕方に近づくにつれて、やや煙り始めた空気の中に、声も立てずに粛然とそびえているその姿には、くんでもくんでも尽きない平明な神秘が宿っている。,저녁에 가까워짐에 따라 약간 연기가 시작된 공기 속에 목소리도 내지 않고 숙연하게 우뚝 솟은 그 모습에는 군도 군도 다 없는 평명한 신비가 가득하다.
2522,空腹,それでも夕飯という声を聞き、戸のすきから漏れる焼きざかなのにおいをかぐと、君は急に空腹を感じだした。,그래도 저녁이라고 하는 목소리를 듣고 문의 틈에서 새는 구운 냄새를 맡으면 너는 갑자기 배고프다고 느꼈다.
2523,素朴な,すっかり頭巾をかぶって、十二分に身じたくをしてから出かけたらいいだろうとみんなが寄って勧めたけれども、君は素朴なはばかりから帽子もかぶらずに、重々しい口調で別れの挨拶をすますと、ガラス戸を引きあけて戸外に出た。,"완전히 두건을 쓰고, 십이분에 몸을 익히고 싶다고 나가면 좋겠다고 모두가 들러 권했지만, 너는 소박한 겉으로 모자도 쓰지 않고, 중대한 어조로 이별의 인사를 하면 유리 문을 끌고 문에 나왔다."
2524,絶える,明鯛から鱈、鱈から鰊、鰊から烏賊というように、四季絶える事のない忙しい漁撈の仕事にたずさわりながら、君は一年じゅうかの北海の荒波や激しい気候と戦って、さびしい漁夫の生活に没頭しなければならなかった。,"明鯛에서 鱈, 鱈에서 鰊, 鰊에서 烏賊 등, 사계절 끊이지 않는 바쁜 어림의 일에 부딪히면서, 너는 일년 중 북해의 거친 파도와 격렬한 기후와 싸워 녹슨 어부의 생활에 몰두해야 했다."
2525,総合,君の談話や手紙を総合した僕のこれまでの想像は謬っていない事を僕に信ぜしめる。,너의 담화나 편지를 종합한 나의 지금까지의 상상은 궁금하지 않은 것을 나에게 믿는다.
2526,群衆,船が波の上に乗った時には、波打ちぎわに集まって何か騒ぎ立てている群衆が見やられるまでになった。,배가 파도 위에 올라갔을 때에는 물결치기 모여서 무언가 떠들썩한 군중이 보일 때까지 되었다.
2527,翼,どこからともなく海鳥の群れが、白く長い翼に羽音を立てて風を切りながら、船の上に現われて来る。,어디서나 해조의 무리가 하얗고 긴 날개에 날개를 내고 바람을 자르면서 배 위에 나타난다.
2528,老いる,この季節になると長く地の上を領していた冬が老いる。,이 계절이 되면 오랫동안 땅 위를 맡고 있던 겨울이 늙다.
2529,草花,日ゴロ愛惜シタ樹木ヤ草花ナドガ、イツトハナク落葉シテシマッテイル。,"날 고로 아쉬운 시타 나무 야초 꽃 나도가, 이츠토 하나낙 낙엽 시테시마테일."
2530,荒れる,吹き荒れる風すらがそのためにさえぎりとめられて、船の周囲には気味の悪い静かさが満ち広がった。,날아가는 바람조차도 그를 위해서라도 꽉 찼다.
2531,荒廃,無際限なただ一つの荒廃――その中に君だけが呼吸を続けている、それがたまらぬほどさびしく恐ろしい事に思いなされる荒廃が君の上下四方に広がっている。,"무제한 단지 하나의 황폐 - 그 안에 너만이 호흡을 계속하고 있는, 그것이 참을 수 없을 정도로 끔찍하고 무서운 일로 생각되는 황폐가 너의 상하 사방에 퍼지고 있다."
2532,覆す,それが一方の舷に取りついて力をこめればまた顛覆するにきまっている。,그것이 한 현에 붙어서 힘을 담으면 다시 뒤덮을 것입니다.
2533,見落とす,海の中から生まれて来たような老漁夫の、皺にたたまれた鋭い眼は、雲一片の徴をさえ見落とすまいと注意しながら、顔には木彫のような深い落ち付きを見せている。,바다 속에서 태어난 듯한 노 어부의 주름에 접힌 날카로운 눈은 구름 한 조각의 징조조차 간과 현기증을 주의하면서 얼굴에는 목조 같은 깊은 떨어짐을 보이고 있다.
2534,視覚,大きな男の姿が部屋からのっそりと消えて行くのを、視覚のはずれに感じて、都会から久しぶりで来て見ると、物でも人でも大きくゆったりしているのに今さらながら一種の圧迫をさえ感ずるのだった。,"큰 남자의 모습이 방에서 살짝 사라져 가는 것을, 시각의 어긋남에 느끼고, 도시에서 오랜만에 와서 보면, 물건이라도 사람이라도 크게 느긋하게 하고 있는데 지금 와서 일종의 압박을마저 느끼는 것이었다."
2535,視野,君はまざまざと私の想像の視野に現われ出て来て、見るように君の生活とその周囲とを私に見せてくれる。,"너는 얼마 안되고 내 상상의 시야에 나타나 나오고, 보듯이 너의 생활과 그 주위를 나에게 보여준다."
2536,言い切る,専門家でもない私が、五六枚の絵を見ただけで、その少年の未来の運命全体をどうして大胆にも決定的に言い切る事ができよう。,전문가도 아닌 내가 오육장의 그림을 본 것만으로 그 소년의 미래의 운명 전체를 어떻게 대담하게도 결정적으로 단언할 수 있을 것이다.
2537,誤る,君の兄上は帆綱を握って、舵座にいる父上の合図どおりに帆の上げ下げを誤るまいと一心になっている。,"너의 형상은 범강을 붙잡고, 조타자에 있는 아버지의 신호대로 돛의 올리거나 내리는 것을 잘못하겠다고 일심하게 되어 있다."
2538,警戒,赤と白との二つの球は、危険警戒を標示する信号だ。,빨간색과 흰색의 두 구는 위험 경계를 표시하는 신호다.
2539,象徴,向こうに見える山はそのまま寛大と希望とを象徴するような一つの生きた塊的であるのに、君のスケッチ帳に縮め込まれた同じものの姿は、なんの表情も持たない線と面との集まりとより君の目には見えない。,"저쪽에 보이는 산은 그대로 관대함과 희망을 상징하는 하나의 살아있는 덩어리인데, 너의 스케치장으로 좁혀진 같은 것의 모습은, 어떠한 표정도 갖지 않는 선과 면과의 모임보다 너의 눈에는 보이지 않는다."
2540,農場,札幌での用事を済まして農場に行く前に、私は岩内にあてて君に手紙を出しておいた。,"삿포로에서의 용사를 마치고 농장에 가기 전에, 나는 이와우치에 대고 너에게 편지를 내놓았다."
2541,退く,やがて兄上と嫂とが次の部屋に退くと、囲炉裏のそばには、君と君の妹だけが残るのだ。,"이윽고 형상과 루가 다음 방으로 물러나면, 난로 뒤에는 너와 너의 여동생만이 남는 것이다."
2542,退ける,自分を憐れむともＫを憐れむとも知れない哀情がこみ上げて、Ｋの手を取り上げてなでてみたい衝動を幾度も感じながら、女々しさを退けるようにむずかゆい手を腕の所で堅く組む。,"자신을 자비해도 K를 자비한다고도 모르는 애정이 쏟아져, K의 손을 들고 쓰다듬고 싶은 충동을 몇번이나 느끼면서, 여자들을 물리치도록 어려운 손을 팔 곳에서 단단히 짜낸다."
2543,運搬,建網に損じの有る無し、網をおろす場所の海底の模様、大釜を据えるべき位置、桟橋の改造、薪炭の買い入れ、米塩の運搬、仲買い人との契約、肥料会社との交渉‥‥そのほか鰊漁の始まる前に漁場の持ち主がしておかなければならない事は有り余るほどあるのだ。,"건망에 손해가 있는 없음, 그물을 떨어뜨리는 장소의 해저의 모양, 가마솥을 설치해야 할 위치, 부두의 개조, 장탄의 매입, 미소금의 운반, 중매인과의 계약, 비료회사와의 협상‥‥그 외 어깨가 시작되기 전에는 어장의 소유자가 하고 있다."
2544,鉢,東西南北は一つの鉢の中ですりまぜたように渾沌としてしまった。,동서남북은 하나의 화분 속에서 섞인 것처럼 혼돈으로 버렸다.
2545,領土,自然の暴威をせき止めるために人間が苦心して創り上げたこのみじめな家屋という領土がもろく小さく私の周囲にながめやられた。,자연의 폭력을 멈추기 위해 인간이 고심하고 만들어낸 이 낯선 가옥이라는 영토가 부드럽고 작고 내 주위에 끌려갔다.
2546,高原,ニセコアンの丘陵の裂け目からまっしぐらにこの高原の畑地を目がけて吹きおろして来る風は、割合に粒の大きい軽やかな初冬の雪片をあおり立てあおり立て横ざまに舞い飛ばした。,니세코안의 구릉의 찢어짐으로부터 확실히 이 고원의 밭을 눈에 띄게 불어 오는 바람은 비율에 알갱이가 큰 경쾌한 초겨울의 눈송이를 엎드려 놓고 옆으로 날아갔다.
2547,一変,科学的な立場から愛を説こうとする愛己主義者は、自己保存の一変態と見るべき種族保存の本能なるものによってこの難題に当ろうとしている。,과학적인 입장에서 사랑을 설설하려는 애기주의자는 자기보존의 일변태로 볼 종족보존의 본능이 되는 것에 의해 이 난제에 부딪히려 하고 있다.
2548,上位,何故なら、私は本能的生活を智的生活の上位に置こうと思うからだ。,왜냐하면 나는 본능적 생활을 지적 생활의 상위에 두려고 하기 때문이다.
2549,不当な,若し価値をもってそれを定めるのが不当ならば、より尊い生活である。,젊은 가치로 그것을 정하는 것이 부당하다면 더 존중한 생활이다.
2550,不服,然しながら智的生活が本能的生活によって指導されねばならぬということについては不服を有つ人がないとはいえない。,그러나 지적 생활이 본능적 생활에 의해 지도되어야 한다는 것에 대해서는 불복을 가진 사람이 없다고는 말할 수 없다.
2551,両極,相反して見ゆる二つの極の間に彷徨うために、内部に必然的に起る不安を得ようとも、それに忍んで両極を恐れることなく掴まねばならぬ。,"상반되어 보이는 두 극 사이에 방황하기 위해, 내부에 필연적으로 일어나는 불안을 얻으려고 해도, 그것에 들러 양극을 두려워하지 않고 잡아야 한다."
2552,主体,私自身がこの事実を知る主体である以上、この私の生命は何といっても私のものだ。,"나 자신이 이 사실을 아는 주체인 이상, 이 나의 생명은 뭐니뭐니해도 나의 것이다."
2553,主題,×何故に恋愛が屡※芸術の主題となるか。,× 왜 연애가 병 ※예술의 주제가 될까.
2554,予感,私はかかる試みをする始めから、何かどうしてもその境遇では満足し得ない予感を持ち、そしてそれがいつでも事実になって現われた。,"난 그렇게 시도를 시작부터, 뭔가 아무래도 그 처지에 만족할 수없는 예감을 가지고, 그리고 그것이 언제든지 사실이되어 나타났다."
2555,享受,それは思想の提供者を空しく働かせ、享受者を空しく苦しめる。,그것은 아이디어 공급자를 비워서 작동하고 향수를 비워 괴롭힌다.
2556,人民,国家の組織が無反省にそのまま人民によって肯定せられていた時代には、この神人関係の概念もまた無反省に受取られることが出来たろう。,국가의 조직이 무반성에 그대로 인민에 의해 긍정되고 있던 시대에는 이 신인관계의 개념도 무반성에 받아들일 수 있었을 것이다.
2557,任務,然しそれは決して性的任務の常道ではない。,그러나 그것은 결코 성적 임무의 정상이 아니다.
2558,伝説,私はお前が従う為めに結果される思想なり言説なり行為なりが、仮りに外界の伝説、習慣、教訓と衝突矛盾を惹き起すことがあろうとも、お前は決して心を乱して、私を疑うようなことをしてはならぬ。,"나는 너가 따르기 위해서 결과되는 사상이자 언설이 되고 행위가 되지만, 만일 외계의 전설, 습관, 교훈과 충돌 모순을 야기할 수 있더라도, 너는 결코 마음을 흐트러뜨려 나를 의심하는 일을 해서는 안 된다."
2559,伴う,そしてそんな浮薄なことをする結果として、不可避的に心の中に惹き起される不愉快な感じを、お前は努力に伴う自らの感じと強いて思いこんだ。,"그리고 그런 부끄러운 일을 하는 결과로서, 불가피하게 마음속에 끌리는 불쾌한 느낌을, 너는 노력에 따른 스스로의 느낌이라고 강하게 생각했다."
2560,体力,女性は多くを失ったとしても、体力に失ったほどには脳力に失っていない。,여성은 많은 것을 잃어도 체력에 잃을 정도로 뇌력에 잃지 않았다.
2561,体裁,これほど体裁のいい外貌と、内容の空虚な実質とを併合した心の状態が外にあろうか。,이렇게 체재의 좋은 외모와 내용의 공허한 실질을 병합한 마음의 상태가 밖일까.
2562,体験,私はその時読者の忍耐の弱さを不満に思うよりも私自身の体験の不十分さを悲しむ外はない。,나는 그때 독자의 인내의 약점을 불만스럽게 생각하는 것보다 나 자신의 체험의 불충분함을 슬퍼하는 밖은 없다.
2563,余地,どうしてそこに疑いの余地などがあろう。,왜 거기에 의심의 여지가 있을 것이다.
2564,依頼,かかる言葉に依頼して私はどうして私自身を誤りなく云い現わすことが出来よう。,그러한 말에 의뢰해서 나는 왜 나 자신을 잘못 하여 운명 나타낼 수 있을 것이다.
2565,侵す,その動向を満足する為めに人類は道徳的努力を伴う苦痛を侵すことを意としない。,그 동향을 만족시키기 위해 인류는 도덕적 노력을 수반하는 고통을 침범하는 것을 의도하지 않는다.
2566,便宜,然し私は自分の便宜の為めに仮りにそれを愛と名づける。,그러나 나는 내 편의를 위해 가끔 그것을 사랑이라고 부른다.
2567,保護,男性はこの習慣に依頼して自己の強権を保護され、女性はまたこの制度の庇護によってその生存を保障される。,"남성은 이 습관에 의뢰하여 자기의 강권을 보호되고, 여성은 또한 이 제도의 비호에 의해 그 생존을 보장받는다."
2568,働きかける,又或る時は外界の刺戟を待たずに、私の生命が或る已むなき内的の力に動かされて外界に働きかける。,"또 어떤 때에는 외계의 자극을 기다리지 않고, 내 생명이 어느 뛰어내리지 않는 내적의 힘으로 움직여서 외계에 작용한다."
2569,元来,赤青黄は元来白によって統一さるべき仮象であるからである。,붉은 푸른 노랑은 원래 백색에 의해 통일되어야 할 가상이기 때문이다.
2570,元素,水を考えようとする場合に、それを水素と酸素とに分解して、どれ程綿密に二つの元素を研究したところが、何の役にも立たないだろう。,"물을 생각하려고 할 때, 그것을 수소와 산소로 분해하여 어느 정도 면밀히 두 개의 원소를 연구한 곳이 아무런 도움이 되지 않을 것이다."
2571,充実,そこにある強い充実の味と人間らしさとは私を牽きつけるに十分である。,거기에 있는 강한 충실한 맛과 인간다움은 나를 견인하기에 충분하다.
2572,共存,この一見矛盾した二つの心的傾向の共存は、私をいらだたせかつ不幸にする。,이 겉보기에 모순된 두 가지 심적 경향의 공존은 나를 짜증내고 불행하게 만든다.
2573,再現,既に現われ終ったものはどれほど優れたものであろうとも、それを現在にも未来にも再現することは出来ない。,"이미 나타난 끝은 얼마든지 뛰어난 것이라도, 그것을 현재에도 미래에도 재현할 수 없다."
2574,出現,それは野獣にはない、人間にのみ見る偽善の出現だ。,그것은 야수에는 없는 인간에게만 보는 위선의 출현이다.
2575,分子,偽善者なる私の眼には、自ら教会の中の偽善の分子が見え透いてしまった。,위선자가 되는 내 눈에는 스스로 교회 안의 위선의 분자가 보이게 비쳐버렸다.
2576,分担,だから私が男女関係の或る狂いといったのは、男女が分担すべき生殖現象の狂いを指すことになる。,"그러므로 내가 남녀관계의 한 광란이라고 하는 것은, 남녀가 분담해야 할 생식현상의 광란을 가리키게 된다."
2577,分散,若し然しその人の個性がその事があったために分散し、精神が糜爛し、肉慾が昂進したとするならば、もうその人に於て本能の統合は破れてしまったのだ。,젊어 그 사람의 개성이 그 일이 있었기 때문에 분산되어 정신이 붕괴하고 육욕이 혼진했다면 이미 그 사람에게 본능의 통합은 찢어 버린 것이다.
2578,分業,お前の手は、お前の頭は、お前の職業は、いかに分業的な事柄にわたって行こうとも、お前は常にそれをお前の個性なる私に繋いでいるからだ。,"너의 손은, 너의 머리는, 너의 직업은, 어떻게 분업적인 것에 걸쳐 가려고 해도, 너는 항상 그것을 너의 개성이 되는 나에게 연결하고 있기 때문이다."
2579,分裂,この野獣の過去にまでの帰還は、また本能の分裂が結果するところのもので、人間を人間としての荘厳の座から引きおろすものではないか。,"이 야수의 과거에까지의 귀환은, 또 본능의 분열이 결과하는 곳의 것으로, 인간을 인간으로서의 장엄의 자리로부터 끌어내리는 것이 아닐까."
2580,到達,或る人は私の最後の到達を私の卑屈がさせた業だというだろう。,어떤 사람은 나의 마지막 도달을 나의 비굴한 업이라고 할 것이다.
2581,創造,眼前の緊張からゆるんで、単に未来を空想することが何で未来の創造に塵ほどの益にもなり得よう。,"눈앞의 긴장으로부터 느슨해져, 단순히 미래를 공상하는 것이 무엇으로 미래의 창조에 먼지 정도의 이익이 될 수도 있다."
2582,功績,今までのお前の名誉と、功績と、誇りとの凡てを捨てて私に立ち帰れ。,지금까지의 너의 명예와 공적과 자랑과의 범죄를 버리고 나에게 돌아가라.
2583,加える,そこに何等かの執着をつなぎ、葛藤を加えるのは、要するに下根粗笨な外面的見断に支配されての迷妄に過ぎない。,거기에 몇 가지 집착을 이어 갈등을 가하는 것은 요컨대 하근 거친 외면적 전망에 지배된 미망에 불과하다.
2584,動力,頭脳もまた生活の大きな原動力となり得べき時代に到達した。,두뇌도 삶의 큰 원동력이 될 수 있는 시대에 도달했다.
2585,動向,何等の意味に於てであれ、外界の刺戟に対して自己をよりよくして行こうという動向は道徳とはいえないだろうか。,"어떤 의미에서라도, 외계의 자극에 대해 자기를 더 잘 해 가자는 동향은 도덕이라고는 할 수 없을까."
2586,動機,利と愛との両語が自明的に示すが如く、利は行為或は結果を現わす言葉で、愛は動機或は原因を現わす言葉であるからだ。,"리와 사랑의 양어가 자명하게 나타내듯이, 리는 행위 혹은 결과를 나타내는 단어로, 사랑은 동기 혹은 원인을 나타내는 단어이기 때문이다."
2587,化合,氏が凡ての虚偽と堕落とに飽満した基督旧教の中にありながら、根ざし深く潜在する尊い要素に自分のけだかさを化合させて、巌のように堅く立つその態度は、私を驚かせ羨ませる。,"씨가 범죄의 허위와 타락에 질만한 기독 구교 속에 있으면서, 뿌리깊고 잠재하는 소중한 요소에 자신의 참담함을 섞어, 휘장처럼 굳게 서는 그 태도는 나를 놀라게 부러워한다."
2588,十字路,しかも両者は一度は相失う程に分れ別れても、何時かは何処かで十字路頭にふと出遇うのではないだろうか。,"게다가 양자는 한번은 상실할 정도로 나뉘어져도, 몇시인가는 어디에서 십자로두에 문득 나오는 것은 아닐까."
2589,単独,かの単独にしては何等の意味もなき音声、それを組合せてその中に愛を宿らせる仕事はいかに楽しくも快いことであろうぞ。,"의 단독으로는 아무런 의미도 없는 음성, 그것을 조합해 그 안에 사랑을 담게 하는 일은 얼마나 즐겁고도 즐거운 일일 것이다."
2590,原則,即ち生物学の自己保存の原則を極めて安価に査定して、それを愛己の本能と結び付けたものではなかったろうか。,"즉 생물학의 자기 보존의 원칙을 극히 저렴하게 사정해, 그것을 애기의 본능과 결부한 것이 아니었을까."
2591,厳しい,私に取って已み難き要求なる個性の表現の為めに、あらゆる有縁の個性と私のそれとを結び付けようとする厳しい欲求の為めに、私は敢えて私から出発して歩み出して行こう。,"나에게 걸리기 힘들어 요구되는 개성의 표현을 위해서, 모든 유연한 개성과 나의 그것과 연계하려고 하는 어려운 욕망을 위해서, 나는 굳이 나로부터 출발해 걸어 나가자."
2592,及ぶ,然し凡ての生存は、それが本能の及ぶだけ純粋なる表現である場合に最も真であるという大事な要件が許されるならば、本能的生活は私にとって智的生活よりもより価値ある生活である。,"그러나 범죄의 생존은 그것이 본능의 만큼 순수한 표현이라면 가장 참이라는 중요한 요건이 허용된다면, 본능적 생활은 나에게 지적 생활보다 더 가치있는 생활이다."
2593,反射,或る時は外界の刺戟に対して反射的に意識を動かして生活している。,어떤 때는 외계의 자극에 대해 반사적으로 의식을 움직여 생활하고 있다.
2594,受け入れる,外界の刺戟をそのまま受け入れる生活を仮りに習性的生活（habituallife）と呼ぶ。,외계의 자극을 그대로 받아들이는 생활을 일시적으로 습성적 생활(habituallife)이라고 부른다.
2595,名称,義人、偽善者、罪人、そうした名称が可なり判然区別されて、それがびしびしと人にあてはめられる社会から私が離れて行ったのは、結局悪いことではなかったと私は今でも思っている。,"의인, 위선자, 죄인, 그러한 명칭이 가능하게 판연 구별되고, 그것이 흩어져서 사람에게 맞는 사회에서 내가 떠나간 것은 결국 나쁜 것이 아니었다고 나는 지금도 생각하고 있다."
2596,向上,しかし人間そのものの向上がどれ程彼女――人間の不断の無視にかかわらず――によって運ばれたかを知っているから。,그러나 인간 그 자체의 향상이 얼마나 그녀――인간의 불단의 무시에 관계없이――에 의해 옮겨졌는지를 알고 있기 때문에.
2597,君主,そこの校長は自分が一度も少年の時期を潜りぬけた経験を持たぬような鹿爪らしい顔をして、君主の恩、父母の恩、先生の恩、境遇の恩、この四恩の尊さ難有さを繰返し繰返し説いて聞かせた。,"거기 교장은 자신이 한 번도 소년의 시기를 잠복한 경험을 갖지 못하는 사슴발톱 같은 얼굴을 하고, 군주의 은, 부모의 은, 선생의 은, 처지의 은, 이 사은의 존중 어려움을 반복해서 반복해서 들려줬다."
2598,否む,誰がこの否む可らざる目前の事実に驚異せずにはいられよう。,누가 이 부정할 수 없는 눈앞의 사실에 경이하지 않고 있을 수 있다.
2599,味覚,感覚の中でも、実生活に縁の近い触覚若しくは味覚などに依るよりも、非功利的な機能を多量に有する視覚聴覚の如きに依ろうとする。,"감각 중에서도, 실생활에 인연이 가까운 촉각 혹은 미각 등에 의하는 것보다, 비공리적인 기능을 다량으로 가지는 시각 청각과 같이 의존하려고 한다."
